Format Version,1.21,Take Name,Take 2022-02-08 06.47.42 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-08 06.47.42.720 PM,Total Frames in Take,64656,Total Exported Frames,5775,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
3940,32.833333,-0.500737,0.140972,-0.158884,-0.500338,0.152225,-0.255944,-0.497213,0.327789,-0.046107
3941,32.841667,-0.500733,0.141042,-0.158883,-0.500334,0.152232,-0.255958,-0.497247,0.327872,-0.046119
3942,32.850000,-0.500735,0.141117,-0.158864,-0.500338,0.152223,-0.255948,-0.497218,0.327950,-0.046076
3943,32.858333,-0.500743,0.141205,-0.158892,-0.500335,0.152222,-0.255943,-0.497220,0.328050,-0.046096
3944,32.866667,-0.500713,0.141292,-0.158887,-0.500337,0.152217,-0.255947,-0.497253,0.328134,-0.046065
3945,32.875000,-0.500742,0.141361,-0.158876,-0.500338,0.152232,-0.255976,-0.497217,0.328219,-0.046065
3946,32.883333,-0.500731,0.141449,-0.158878,-0.500331,0.152224,-0.255956,-0.497225,0.328325,-0.046125
3947,32.891667,-0.500716,0.141549,-0.158884,-0.500334,0.152227,-0.255966,-0.497247,0.328432,-0.046131
3948,32.900000,-0.500752,0.141633,-0.158881,-0.500335,0.152230,-0.255968,-0.497212,0.328508,-0.046119
3949,32.908333,-0.500731,0.141725,-0.158892,-0.500337,0.152222,-0.255956,-0.497234,0.328608,-0.046146
3950,32.916667,-0.500732,0.141839,-0.158896,-0.500332,0.152224,-0.255961,-0.497230,0.328681,-0.046130
3951,32.925000,-0.500752,0.141932,-0.158919,-0.500335,0.152226,-0.255965,-0.497212,0.328765,-0.046174
3952,32.933333,-0.500732,0.142007,-0.158900,-0.500336,0.152220,-0.255944,-0.497243,0.328838,-0.046175
3953,32.941667,-0.500765,0.142114,-0.158928,-0.500340,0.152225,-0.255946,-0.497213,0.328931,-0.046185
3954,32.950000,-0.500762,0.142190,-0.158906,-0.500335,0.152221,-0.255946,-0.497226,0.329015,-0.046202
3955,32.958333,-0.500750,0.142286,-0.158929,-0.500339,0.152220,-0.255945,-0.497247,0.329091,-0.046171
3956,32.966667,-0.500777,0.142355,-0.158930,-0.500335,0.152222,-0.255957,-0.497214,0.329160,-0.046156
3957,32.975000,-0.500760,0.142420,-0.158902,-0.500340,0.152214,-0.255941,-0.497253,0.329252,-0.046135
3958,32.983333,-0.500766,0.142468,-0.158858,-0.500342,0.152219,-0.255957,-0.497260,0.329310,-0.046103
3959,32.991667,-0.500783,0.142561,-0.158897,-0.500338,0.152215,-0.255940,-0.497240,0.329390,-0.046103
3960,33.000000,-0.500743,0.142643,-0.158886,-0.500334,0.152233,-0.255968,-0.497283,0.329463,-0.046049
3961,33.008333,-0.500780,0.142671,-0.158829,-0.500332,0.152224,-0.255950,-0.497252,0.329535,-0.046085
3962,33.016667,-0.500763,0.142767,-0.158872,-0.500331,0.152234,-0.255975,-0.497249,0.329632,-0.046095
3963,33.025000,-0.500740,0.142829,-0.158860,-0.500337,0.152224,-0.255961,-0.497278,0.329700,-0.046081
3964,33.033333,-0.500773,0.142927,-0.158879,-0.500333,0.152235,-0.255973,-0.497244,0.329802,-0.046111
3965,33.041667,-0.500744,0.143003,-0.158884,-0.500331,0.152215,-0.255943,-0.497260,0.329896,-0.046113
3966,33.050000,-0.500746,0.143087,-0.158886,-0.500335,0.152226,-0.255960,-0.497257,0.329990,-0.046154
3967,33.058333,-0.500762,0.143152,-0.158864,-0.500334,0.152231,-0.255963,-0.497225,0.330085,-0.046175
3968,33.066667,-0.500729,0.143249,-0.158875,-0.500335,0.152223,-0.255956,-0.497272,0.330149,-0.046142
3969,33.075000,-0.500755,0.143352,-0.158901,-0.500335,0.152229,-0.255970,-0.497244,0.330232,-0.046157
3970,33.083333,-0.500742,0.143479,-0.158896,-0.500332,0.152231,-0.255968,-0.497233,0.330311,-0.046177
3971,33.091667,-0.500732,0.143557,-0.158896,-0.500339,0.152221,-0.255948,-0.497283,0.330384,-0.046143
3972,33.100000,-0.500760,0.143651,-0.158916,-0.500336,0.152224,-0.255956,-0.497253,0.330478,-0.046163
3973,33.108333,-0.500742,0.143735,-0.158912,-0.500336,0.152227,-0.255959,-0.497256,0.330549,-0.046157
3974,33.116667,-0.500757,0.143817,-0.158924,-0.500335,0.152219,-0.255945,-0.497295,0.330626,-0.046121
3975,33.125000,-0.500762,0.143902,-0.158927,-0.500331,0.152238,-0.255970,-0.497252,0.330712,-0.046129
3976,33.133333,-0.500751,0.143974,-0.158920,-0.500336,0.152222,-0.255951,-0.497290,0.330801,-0.046126
3977,33.141667,-0.500774,0.144043,-0.158893,-0.500332,0.152225,-0.255955,-0.497290,0.330871,-0.046083
3978,33.150000,-0.500768,0.144126,-0.158899,-0.500340,0.152220,-0.255951,-0.497271,0.330950,-0.046063
3979,33.158333,-0.500760,0.144210,-0.158904,-0.500335,0.152221,-0.255958,-0.497310,0.331031,-0.046050
3980,33.166667,-0.500781,0.144295,-0.158894,-0.500332,0.152228,-0.255978,-0.497295,0.331117,-0.046055
3981,33.175000,-0.500762,0.144369,-0.158884,-0.500336,0.152229,-0.255977,-0.497296,0.331210,-0.046057
3982,33.183333,-0.500775,0.144455,-0.158900,-0.500338,0.152225,-0.255961,-0.497324,0.331316,-0.046086
3983,33.191667,-0.500778,0.144537,-0.158869,-0.500335,0.152231,-0.255969,-0.497280,0.331412,-0.046104
3984,33.200000,-0.500755,0.144627,-0.158876,-0.500338,0.152216,-0.255953,-0.497297,0.331510,-0.046115
3985,33.208333,-0.500785,0.144722,-0.158894,-0.500338,0.152221,-0.255954,-0.497307,0.331612,-0.046116
3986,33.216667,-0.500768,0.144811,-0.158883,-0.500332,0.152225,-0.255955,-0.497268,0.331707,-0.046146
3987,33.225000,-0.500769,0.144892,-0.158878,-0.500333,0.152228,-0.255970,-0.497305,0.331784,-0.046158
3988,33.233333,-0.500775,0.144980,-0.158868,-0.500323,0.152234,-0.255966,-0.497289,0.331860,-0.046142
3989,33.241667,-0.500757,0.145101,-0.158870,-0.500338,0.152218,-0.255948,-0.497284,0.331927,-0.046103
3990,33.250000,-0.500757,0.145191,-0.158866,-0.500333,0.152220,-0.255960,-0.497333,0.331987,-0.046039
3991,33.258333,-0.500755,0.145274,-0.158879,-0.500334,0.152225,-0.255961,-0.497307,0.332070,-0.046039
3992,33.266667,-0.500755,0.145359,-0.158894,-0.500336,0.152225,-0.255956,-0.497309,0.332162,-0.046064
3993,33.275000,-0.500765,0.145422,-0.158880,-0.500341,0.152224,-0.255959,-0.497348,0.332217,-0.046012
3994,33.283333,-0.500750,0.145508,-0.158903,-0.500334,0.152228,-0.255963,-0.497314,0.332304,-0.046057
3995,33.291667,-0.500751,0.145579,-0.158881,-0.500336,0.152226,-0.255961,-0.497329,0.332383,-0.046038
3996,33.300000,-0.500753,0.145667,-0.158920,-0.500333,0.152228,-0.255965,-0.497335,0.332464,-0.046031
3997,33.308333,-0.500751,0.145740,-0.158913,-0.500335,0.152216,-0.255944,-0.497298,0.332542,-0.046027
3998,33.316667,-0.500759,0.145837,-0.158933,-0.500330,0.152224,-0.255960,-0.497344,0.332631,-0.046042
3999,33.325000,-0.500755,0.145903,-0.158917,-0.500333,0.152222,-0.255960,-0.497327,0.332727,-0.046075
4000,33.333333,-0.500756,0.145965,-0.158903,-0.500340,0.152220,-0.255960,-0.497318,0.332809,-0.046087
4001,33.341667,-0.500767,0.146031,-0.158893,-0.500332,0.152227,-0.255960,-0.497344,0.332899,-0.046094
4002,33.350000,-0.500755,0.146114,-0.158906,-0.500330,0.152231,-0.255969,-0.497312,0.332983,-0.046114
4003,33.358333,-0.500780,0.146202,-0.158897,-0.500335,0.152217,-0.255946,-0.497323,0.333064,-0.046112
4004,33.366667,-0.500768,0.146266,-0.158875,-0.500328,0.152225,-0.255966,-0.497345,0.333141,-0.046063
4005,33.375000,-0.500781,0.146350,-0.158869,-0.500329,0.152230,-0.255969,-0.497301,0.333254,-0.046116
4006,33.383333,-0.500804,0.146408,-0.158836,-0.500334,0.152220,-0.255953,-0.497346,0.333329,-0.046076
4007,33.391667,-0.500788,0.146502,-0.158835,-0.500333,0.152241,-0.255989,-0.497327,0.333404,-0.046075
4008,33.400000,-0.500798,0.146574,-0.158828,-0.500329,0.152234,-0.255975,-0.497316,0.333479,-0.046045
4009,33.408333,-0.500787,0.146695,-0.158816,-0.500332,0.152231,-0.255972,-0.497366,0.333555,-0.046011
4010,33.416667,-0.500775,0.146781,-0.158835,-0.500335,0.152231,-0.255966,-0.497338,0.333632,-0.046020
4011,33.425000,-0.500788,0.146877,-0.158836,-0.500334,0.152230,-0.255973,-0.497364,0.333698,-0.045976
4012,33.433333,-0.500766,0.146969,-0.158854,-0.500331,0.152220,-0.255955,-0.497382,0.333763,-0.045958
4013,33.441667,-0.500770,0.147050,-0.158868,-0.500337,0.152224,-0.255961,-0.497346,0.333845,-0.045990
4014,33.450000,-0.500772,0.147125,-0.158851,-0.500325,0.152229,-0.255972,-0.497380,0.333907,-0.045958
4015,33.458333,-0.500744,0.147202,-0.158881,-0.500332,0.152220,-0.255950,-0.497353,0.333989,-0.045974
4016,33.466667,-0.500753,0.147281,-0.158856,-0.500327,0.152233,-0.255976,-0.497340,0.334105,-0.046028
4017,33.475000,-0.500752,0.147388,-0.158898,-0.500327,0.152228,-0.255971,-0.497368,0.334188,-0.046017
4018,33.483333,-0.500748,0.147461,-0.158895,-0.500329,0.152225,-0.255962,-0.497332,0.334284,-0.046041
4019,33.491667,-0.500775,0.147555,-0.158895,-0.500329,0.152228,-0.255973,-0.497349,0.334370,-0.046042
4020,33.500000,-0.500767,0.147637,-0.158902,-0.500335,0.152211,-0.255950,-0.497364,0.334478,-0.046057
4021,33.508333,-0.500780,0.147730,-0.158913,-0.500329,0.152228,-0.255971,-0.497337,0.334557,-0.046054
4022,33.516667,-0.500797,0.147801,-0.158885,-0.500332,0.152234,-0.255986,-0.497373,0.334654,-0.046032
4023,33.525000,-0.500780,0.147889,-0.158894,-0.500331,0.152233,-0.255982,-0.497370,0.334741,-0.046019
4024,33.533333,-0.500794,0.147972,-0.158882,-0.500329,0.152226,-0.255965,-0.497366,0.334825,-0.046013
4025,33.541667,-0.500794,0.148042,-0.158875,-0.500330,0.152220,-0.255962,-0.497392,0.334903,-0.045979
4026,33.550000,-0.500787,0.148113,-0.158861,-0.500322,0.152236,-0.255984,-0.497361,0.334982,-0.046000
4027,33.558333,-0.500801,0.148182,-0.158840,-0.500326,0.152226,-0.255963,-0.497387,0.335076,-0.046006
4028,33.566667,-0.500795,0.148263,-0.158849,-0.500325,0.152226,-0.255971,-0.497379,0.335146,-0.046017
4029,33.575000,-0.500791,0.148379,-0.158845,-0.500324,0.152226,-0.255974,-0.497351,0.335226,-0.045989
4030,33.583333,-0.500802,0.148457,-0.158849,-0.500326,0.152229,-0.255981,-0.497383,0.335287,-0.045991
4031,33.591667,-0.500790,0.148544,-0.158843,-0.500326,0.152232,-0.255982,-0.497358,0.335348,-0.045956
4032,33.600000,-0.500799,0.148624,-0.158840,-0.500335,0.152221,-0.255961,-0.497361,0.335436,-0.045989
4033,33.608333,-0.500807,0.148696,-0.158836,-0.500326,0.152242,-0.255999,-0.497382,0.335507,-0.045984
4034,33.616667,-0.500783,0.148790,-0.158853,-0.500326,0.152242,-0.255996,-0.497351,0.335593,-0.046004
4035,33.625000,-0.500790,0.148866,-0.158853,-0.500325,0.152238,-0.255990,-0.497388,0.335680,-0.045981
4036,33.633333,-0.500786,0.148967,-0.158874,-0.500327,0.152227,-0.255976,-0.497380,0.335773,-0.045998
4037,33.641667,-0.500794,0.149044,-0.158854,-0.500326,0.152230,-0.255973,-0.497370,0.335868,-0.046015
4038,33.650000,-0.500802,0.149128,-0.158857,-0.500327,0.152224,-0.255974,-0.497406,0.335954,-0.045997
4039,33.658333,-0.500785,0.149233,-0.158891,-0.500324,0.152231,-0.255975,-0.497368,0.336048,-0.046035
4040,33.666667,-0.500795,0.149300,-0.158881,-0.500325,0.152238,-0.255993,-0.497391,0.336121,-0.046005
4041,33.675000,-0.500806,0.149365,-0.158865,-0.500326,0.152229,-0.255976,-0.497415,0.336216,-0.046002
4042,33.683333,-0.500797,0.149427,-0.158850,-0.500325,0.152226,-0.255976,-0.497379,0.336296,-0.046023
4043,33.691667,-0.500813,0.149510,-0.158855,-0.500326,0.152237,-0.255986,-0.497419,0.336382,-0.046011
4044,33.700000,-0.500797,0.149581,-0.158861,-0.500330,0.152223,-0.255967,-0.497415,0.336444,-0.045990
4045,33.708333,-0.500812,0.149653,-0.158851,-0.500326,0.152234,-0.255996,-0.497389,0.336543,-0.046025
4046,33.716667,-0.500820,0.149728,-0.158853,-0.500326,0.152229,-0.255988,-0.497423,0.336596,-0.045988
4047,33.725000,-0.500812,0.149790,-0.158831,-0.500329,0.152213,-0.255966,-0.497404,0.336672,-0.045981
4048,33.733333,-0.500842,0.149874,-0.158840,-0.500320,0.152234,-0.256006,-0.497384,0.336760,-0.046019
4049,33.741667,-0.500827,0.149945,-0.158831,-0.500324,0.152222,-0.255972,-0.497410,0.336817,-0.045987
4050,33.750000,-0.500819,0.150067,-0.158831,-0.500322,0.152228,-0.255990,-0.497378,0.336881,-0.045972
4051,33.758333,-0.500846,0.150125,-0.158805,-0.500325,0.152225,-0.255986,-0.497397,0.336962,-0.045988
4052,33.766667,-0.500829,0.150198,-0.158754,-0.500324,0.152220,-0.255974,-0.497405,0.337035,-0.045975
4053,33.775000,-0.500850,0.150285,-0.158753,-0.500324,0.152229,-0.255975,-0.497375,0.337126,-0.045976
4054,33.783333,-0.500860,0.150355,-0.158739,-0.500323,0.152242,-0.256001,-0.497408,0.337227,-0.046000
4055,33.791667,-0.500843,0.150452,-0.158763,-0.500325,0.152225,-0.255970,-0.497396,0.337320,-0.046013
4056,33.800000,-0.500875,0.150531,-0.158743,-0.500328,0.152227,-0.255983,-0.497382,0.337412,-0.046031
4057,33.808333,-0.500873,0.150601,-0.158721,-0.500329,0.152225,-0.255983,-0.497431,0.337486,-0.045987
4058,33.816667,-0.500866,0.150715,-0.158750,-0.500320,0.152242,-0.256000,-0.497388,0.337599,-0.046016
4059,33.825000,-0.500894,0.150783,-0.158714,-0.500324,0.152231,-0.255990,-0.497400,0.337693,-0.046010
4060,33.833333,-0.500866,0.150867,-0.158726,-0.500324,0.152227,-0.255989,-0.497422,0.337788,-0.046015
4061,33.841667,-0.500876,0.150956,-0.158730,-0.500327,0.152220,-0.255979,-0.497388,0.337880,-0.046009
4062,33.850000,-0.500890,0.151023,-0.158719,-0.500330,0.152223,-0.255979,-0.497410,0.337953,-0.045992
4063,33.858333,-0.500855,0.151126,-0.158771,-0.500326,0.152233,-0.256002,-0.497428,0.338025,-0.045980
4064,33.866667,-0.500883,0.151214,-0.158785,-0.500323,0.152227,-0.255988,-0.497398,0.338116,-0.046009
4065,33.875000,-0.500864,0.151286,-0.158780,-0.500327,0.152220,-0.255974,-0.497435,0.338180,-0.045973
4066,33.883333,-0.500850,0.151389,-0.158797,-0.500322,0.152231,-0.255992,-0.497422,0.338262,-0.045986
4067,33.891667,-0.500896,0.151468,-0.158785,-0.500325,0.152237,-0.256001,-0.497406,0.338339,-0.046000
4068,33.900000,-0.500870,0.151548,-0.158779,-0.500331,0.152225,-0.255988,-0.497429,0.338419,-0.046000
4069,33.908333,-0.500890,0.151648,-0.158789,-0.500324,0.152222,-0.255979,-0.497388,0.338511,-0.046002
4070,33.916667,-0.500901,0.151744,-0.158763,-0.500331,0.152220,-0.255977,-0.497400,0.338598,-0.046019
4071,33.925000,-0.500888,0.151832,-0.158737,-0.500328,0.152218,-0.255973,-0.497416,0.338701,-0.046037
4072,33.933333,-0.500929,0.151890,-0.158682,-0.500328,0.152219,-0.255980,-0.497388,0.338773,-0.046003
4073,33.941667,-0.500908,0.151965,-0.158659,-0.500330,0.152218,-0.255967,-0.497435,0.338859,-0.045982
4074,33.950000,-0.500919,0.152067,-0.158682,-0.500327,0.152226,-0.255989,-0.497428,0.338955,-0.045986
4075,33.958333,-0.500943,0.152132,-0.158662,-0.500331,0.152222,-0.255982,-0.497409,0.339036,-0.045995
4076,33.966667,-0.500914,0.152212,-0.158661,-0.500331,0.152206,-0.255955,-0.497458,0.339115,-0.045983
4077,33.975000,-0.500949,0.152271,-0.158668,-0.500328,0.152223,-0.255971,-0.497432,0.339193,-0.045967
4078,33.983333,-0.500940,0.152334,-0.158665,-0.500333,0.152215,-0.255967,-0.497430,0.339278,-0.045974
4079,33.991667,-0.500910,0.152436,-0.158689,-0.500321,0.152231,-0.255990,-0.497453,0.339357,-0.045959
4080,34.000000,-0.500948,0.152506,-0.158681,-0.500329,0.152224,-0.255984,-0.497409,0.339450,-0.045983
4081,34.008333,-0.500909,0.152578,-0.158685,-0.500330,0.152211,-0.255969,-0.497431,0.339523,-0.045982
4082,34.016667,-0.500919,0.152666,-0.158700,-0.500328,0.152220,-0.255978,-0.497438,0.339612,-0.045993
4083,34.025000,-0.500942,0.152738,-0.158685,-0.500332,0.152219,-0.255983,-0.497409,0.339680,-0.045989
4084,34.033333,-0.500905,0.152842,-0.158724,-0.500337,0.152216,-0.255969,-0.497438,0.339770,-0.046004
4085,34.041667,-0.500934,0.152928,-0.158721,-0.500327,0.152214,-0.255979,-0.497416,0.339856,-0.046024
4086,34.050000,-0.500915,0.153047,-0.158769,-0.500330,0.152220,-0.255975,-0.497404,0.339921,-0.046027
4087,34.058333,-0.500910,0.153128,-0.158765,-0.500330,0.152220,-0.255982,-0.497444,0.339989,-0.045982
4088,34.066667,-0.500925,0.153215,-0.158773,-0.500325,0.152227,-0.255988,-0.497406,0.340079,-0.045999
4089,34.075000,-0.500892,0.153333,-0.158781,-0.500327,0.152217,-0.255974,-0.497431,0.340155,-0.045986
4090,34.083333,-0.500912,0.153412,-0.158771,-0.500329,0.152210,-0.255966,-0.497449,0.340250,-0.045978
4091,34.091667,-0.500917,0.153491,-0.158770,-0.500325,0.152218,-0.255980,-0.497422,0.340351,-0.046015
4092,34.100000,-0.500905,0.153577,-0.158753,-0.500331,0.152215,-0.255975,-0.497483,0.340444,-0.045972
4093,34.108333,-0.500933,0.153654,-0.158753,-0.500327,0.152222,-0.255988,-0.497468,0.340535,-0.045966
4094,34.116667,-0.500925,0.153750,-0.158730,-0.500330,0.152208,-0.255964,-0.497457,0.340619,-0.045949
4095,34.125000,-0.500930,0.153834,-0.158728,-0.500335,0.152210,-0.255975,-0.497505,0.340688,-0.045930
4096,34.133333,-0.500944,0.153922,-0.158736,-0.500330,0.152221,-0.255977,-0.497463,0.340778,-0.045905
4097,34.141667,-0.500927,0.153978,-0.158705,-0.500338,0.152205,-0.255967,-0.497478,0.340864,-0.045920
4098,34.150000,-0.500937,0.154072,-0.158704,-0.500330,0.152218,-0.255977,-0.497491,0.340955,-0.045916
4099,34.158333,-0.500940,0.154153,-0.158711,-0.500335,0.152211,-0.255970,-0.497441,0.341071,-0.045956
4100,34.166667,-0.500927,0.154230,-0.158695,-0.500332,0.152215,-0.255969,-0.497464,0.341149,-0.045927
4101,34.175000,-0.500944,0.154311,-0.158685,-0.500326,0.152213,-0.255975,-0.497463,0.341237,-0.045944
4102,34.183333,-0.500933,0.154404,-0.158708,-0.500338,0.152202,-0.255948,-0.497430,0.341305,-0.045942
4103,34.191667,-0.500923,0.154501,-0.158717,-0.500327,0.152224,-0.255989,-0.497467,0.341384,-0.045925
4104,34.200000,-0.500943,0.154574,-0.158692,-0.500332,0.152216,-0.255972,-0.497451,0.341454,-0.045922
4105,34.208333,-0.500930,0.154671,-0.158715,-0.500331,0.152219,-0.255980,-0.497453,0.341537,-0.045936
4106,34.216667,-0.500932,0.154752,-0.158713,-0.500331,0.152207,-0.255964,-0.497494,0.341611,-0.045884
4107,34.225000,-0.500941,0.154843,-0.158744,-0.500336,0.152218,-0.255980,-0.497456,0.341695,-0.045888
4108,34.233333,-0.500913,0.154961,-0.158762,-0.500328,0.152225,-0.255987,-0.497486,0.341765,-0.045871
4109,34.241667,-0.500935,0.155049,-0.158772,-0.500332,0.152210,-0.255972,-0.497497,0.341865,-0.045893
4110,34.250000,-0.500925,0.155119,-0.158748,-0.500337,0.152208,-0.255962,-0.497486,0.341947,-0.045885
4111,34.258333,-0.500920,0.155206,-0.158765,-0.500331,0.152208,-0.255972,-0.497510,0.342036,-0.045894
4112,34.266667,-0.500940,0.155306,-0.158800,-0.500327,0.152214,-0.255986,-0.497485,0.342124,-0.045911
4113,34.275000,-0.500928,0.155385,-0.158785,-0.500336,0.152212,-0.255974,-0.497492,0.342212,-0.045921
4114,34.283333,-0.500933,0.155490,-0.158808,-0.500335,0.152215,-0.255973,-0.497508,0.342294,-0.045903
4115,34.291667,-0.500946,0.155556,-0.158772,-0.500334,0.152208,-0.255977,-0.497478,0.342378,-0.045910
4116,34.300000,-0.500920,0.155628,-0.158773,-0.500337,0.152203,-0.255963,-0.497512,0.342457,-0.045887
4117,34.308333,-0.500948,0.155710,-0.158783,-0.500330,0.152204,-0.255973,-0.497502,0.342536,-0.045896
4118,34.316667,-0.500933,0.155786,-0.158771,-0.500334,0.152206,-0.255974,-0.497482,0.342629,-0.045882
4119,34.325000,-0.500931,0.155848,-0.158748,-0.500334,0.152214,-0.255983,-0.497510,0.342708,-0.045874
4120,34.333333,-0.500947,0.155952,-0.158788,-0.500331,0.152207,-0.255964,-0.497480,0.342797,-0.045891
4121,34.341667,-0.500935,0.156008,-0.158751,-0.500335,0.152201,-0.255959,-0.497492,0.342860,-0.045875
4122,34.350000,-0.500947,0.156106,-0.158765,-0.500337,0.152203,-0.255965,-0.497510,0.342947,-0.045857
4123,34.358333,-0.500964,0.156159,-0.158731,-0.500335,0.152201,-0.255958,-0.497475,0.343028,-0.045893
4124,34.366667,-0.500942,0.156238,-0.158733,-0.500337,0.152203,-0.255964,-0.497520,0.343088,-0.045860
4125,34.375000,-0.500967,0.156345,-0.158752,-0.500338,0.152205,-0.255969,-0.497521,0.343173,-0.045820
4126,34.383333,-0.500949,0.156428,-0.158749,-0.500336,0.152201,-0.255962,-0.497511,0.343261,-0.045827
4127,34.391667,-0.500931,0.156462,-0.158867,-0.500342,0.152197,-0.255953,-0.497552,0.343342,-0.045805
4128,34.400000,-0.500934,0.156524,-0.158848,-0.500337,0.152190,-0.255957,-0.497521,0.343439,-0.045832
4129,34.408333,-0.500916,0.156611,-0.158866,-0.500338,0.152199,-0.255962,-0.497530,0.343514,-0.045841
4130,34.416667,-0.500923,0.156697,-0.158877,-0.500336,0.152200,-0.255974,-0.497545,0.343602,-0.045871
4131,34.425000,-0.500920,0.156779,-0.158893,-0.500332,0.152204,-0.255971,-0.497506,0.343686,-0.045883
4132,34.433333,-0.500919,0.156857,-0.158891,-0.500339,0.152200,-0.255966,-0.497537,0.343777,-0.045891
4133,34.441667,-0.500915,0.156960,-0.158939,-0.500340,0.152192,-0.255964,-0.497523,0.343859,-0.045909
4134,34.450000,-0.500915,0.157049,-0.158939,-0.500346,0.152199,-0.255956,-0.497502,0.343946,-0.045916
4135,34.458333,-0.500924,0.157132,-0.158961,-0.500343,0.152194,-0.255947,-0.497537,0.344035,-0.045920
4136,34.466667,-0.500913,0.157212,-0.158947,-0.500336,0.152202,-0.255966,-0.497507,0.344110,-0.045902
4137,34.475000,-0.500913,0.157303,-0.158944,-0.500343,0.152197,-0.255964,-0.497535,0.344196,-0.045855
4138,34.483333,-0.500934,0.157374,-0.158937,-0.500337,0.152195,-0.255955,-0.497556,0.344288,-0.045835
4139,34.491667,-0.500920,0.157453,-0.158922,-0.500338,0.152197,-0.255966,-0.497525,0.344379,-0.045824
4140,34.500000,-0.500929,0.157562,-0.158930,-0.500343,0.152190,-0.255967,-0.497569,0.344462,-0.045796
4141,34.508333,-0.500948,0.157657,-0.158893,-0.500338,0.152189,-0.255958,-0.497536,0.344562,-0.045837
4142,34.516667,-0.500945,0.157738,-0.158896,-0.500338,0.152184,-0.255951,-0.497535,0.344637,-0.045792
4143,34.525000,-0.500955,0.157820,-0.158875,-0.500339,0.152197,-0.255950,-0.497573,0.344721,-0.045845
4144,34.533333,-0.500955,0.157903,-0.158904,-0.500340,0.152193,-0.255945,-0.497540,0.344811,-0.045839
4145,34.541667,-0.500975,0.158066,-0.158799,-0.500343,0.152185,-0.255944,-0.497564,0.344887,-0.045829
4146,34.550000,-0.500985,0.158141,-0.158794,-0.500340,0.152195,-0.255945,-0.497576,0.344973,-0.045843
4147,34.558333,-0.500963,0.158249,-0.158787,-0.500344,0.152190,-0.255949,-0.497541,0.345051,-0.045847
4148,34.566667,-0.500977,0.158324,-0.158803,-0.500344,0.152204,-0.255972,-0.497567,0.345128,-0.045844
4149,34.575000,-0.500959,0.158419,-0.158803,-0.500339,0.152184,-0.255944,-0.497559,0.345214,-0.045871
4150,34.583333,-0.500966,0.158492,-0.158808,-0.500343,0.152194,-0.255971,-0.497536,0.345294,-0.045868
4151,34.591667,-0.500959,0.158599,-0.158849,-0.500343,0.152179,-0.255949,-0.497569,0.345381,-0.045862
4152,34.600000,-0.500940,0.158673,-0.158846,-0.500330,0.152206,-0.255978,-0.497537,0.345467,-0.045891
4153,34.608333,-0.500965,0.158743,-0.158854,-0.500343,0.152187,-0.255951,-0.497540,0.345546,-0.045907
4154,34.616667,-0.500932,0.158866,-0.158935,-0.500335,0.152200,-0.255965,-0.497564,0.345620,-0.045892
4155,34.625000,-0.500936,0.158940,-0.158940,-0.500342,0.152184,-0.255945,-0.497534,0.345702,-0.045895
4156,34.633333,-0.500954,0.159013,-0.158930,-0.500346,0.152186,-0.255939,-0.497569,0.345778,-0.045872
4157,34.641667,-0.500936,0.159099,-0.158939,-0.500343,0.152189,-0.255959,-0.497577,0.345864,-0.045873
4158,34.650000,-0.500971,0.159161,-0.158913,-0.500334,0.152195,-0.255962,-0.497552,0.345941,-0.045844
4159,34.658333,-0.500973,0.159247,-0.158918,-0.500342,0.152191,-0.255959,-0.497593,0.346019,-0.045838
4160,34.666667,-0.500968,0.159325,-0.158888,-0.500337,0.152205,-0.255985,-0.497571,0.346107,-0.045811
4161,34.675000,-0.500994,0.159417,-0.158897,-0.500343,0.152190,-0.255964,-0.497557,0.346205,-0.045846
4162,34.683333,-0.500976,0.159496,-0.158884,-0.500342,0.152192,-0.255959,-0.497592,0.346288,-0.045875
4163,34.691667,-0.500985,0.159566,-0.158877,-0.500338,0.152189,-0.255957,-0.497555,0.346371,-0.045883
4164,34.700000,-0.501001,0.159645,-0.158858,-0.500340,0.152198,-0.255966,-0.497584,0.346457,-0.045905
4165,34.708333,-0.500976,0.159713,-0.158840,-0.500343,0.152183,-0.255946,-0.497578,0.346538,-0.045938
4166,34.716667,-0.500996,0.159796,-0.158836,-0.500348,0.152186,-0.255939,-0.497555,0.346621,-0.045933
4167,34.725000,-0.500989,0.159902,-0.158818,-0.500344,0.152194,-0.255957,-0.497595,0.346692,-0.045880
4168,34.733333,-0.500973,0.159999,-0.158841,-0.500344,0.152181,-0.255940,-0.497571,0.346796,-0.045896
4169,34.741667,-0.501002,0.160056,-0.158810,-0.500341,0.152190,-0.255957,-0.497562,0.346865,-0.045868
