Format Version,1.21,Take Name,Take 2022-02-12 01.06.29 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-12 01.06.29.074 PM,Total Frames in Take,4575,Total Exported Frames,4575,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:681,Unlabeled:681,Unlabeled:681,Unlabeled:683,Unlabeled:683,Unlabeled:683
,,"8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702AB","8392B20CF49E35702AB","8392B20CF49E35702AB"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
2555,21.291667,-0.393907,-0.015846,0.427852,-0.586519,0.193358,0.300184
2556,21.300000,-0.393884,-0.015835,0.427856,-0.586495,0.193329,0.300191
2557,21.308333,-0.393914,-0.015882,0.427863,-0.586517,0.193279,0.300195
2558,21.316667,-0.393888,-0.015873,0.427849,-0.586501,0.193238,0.300176
2559,21.325000,-0.393892,-0.015957,0.427853,-0.586499,0.193206,0.300183
2560,21.333333,-0.393889,-0.016003,0.427849,-0.586502,0.193158,0.300177
2561,21.341667,-0.393931,-0.016062,0.427854,-0.586537,0.193112,0.300177
2562,21.350000,-0.393870,-0.016076,0.427830,-0.586465,0.193077,0.300168
2563,21.358333,-0.393882,-0.016132,0.427829,-0.586487,0.193039,0.300159
2564,21.366667,-0.393875,-0.016162,0.427827,-0.586526,0.192976,0.300167
2565,21.375000,-0.393885,-0.016208,0.427837,-0.586509,0.192951,0.300161
2566,21.383333,-0.393890,-0.016243,0.427841,-0.586481,0.192911,0.300162
2567,21.391667,-0.393882,-0.016302,0.427823,-0.586485,0.192864,0.300169
2568,21.400000,-0.393886,-0.016328,0.427833,-0.586470,0.192831,0.300171
2569,21.408333,-0.393880,-0.016338,0.427833,-0.586465,0.192795,0.300163
2570,21.416667,-0.393914,-0.016373,0.427843,-0.586442,0.192763,0.300163
2571,21.425000,-0.393902,-0.016406,0.427839,-0.586441,0.192725,0.300166
2572,21.433333,-0.393911,-0.016453,0.427843,-0.586440,0.192695,0.300170
2573,21.441667,-0.393912,-0.016458,0.427857,-0.586478,0.192645,0.300157
2574,21.450000,-0.393904,-0.016493,0.427848,-0.586416,0.192614,0.300144
2575,21.458333,-0.393909,-0.016540,0.427841,-0.586400,0.192572,0.300152
2576,21.466667,-0.393920,-0.016603,0.427833,-0.586407,0.192539,0.300145
2577,21.475000,-0.393874,-0.016616,0.427836,-0.586387,0.192475,0.300144
2578,21.483333,-0.393937,-0.016681,0.427846,-0.586423,0.192427,0.300151
2579,21.491667,-0.393911,-0.016700,0.427842,-0.586427,0.192385,0.300155
2580,21.500000,-0.393902,-0.016753,0.427842,-0.586423,0.192354,0.300152
2581,21.508333,-0.393914,-0.016759,0.427862,-0.586424,0.192304,0.300152
2582,21.516667,-0.393885,-0.016776,0.427862,-0.586437,0.192269,0.300144
2583,21.525000,-0.393916,-0.016843,0.427847,-0.586403,0.192223,0.300144
2584,21.533333,-0.393917,-0.016913,0.427851,-0.586461,0.192171,0.300146
2585,21.541667,-0.393922,-0.016942,0.427864,-0.586449,0.192129,0.300139
2586,21.550000,-0.393936,-0.016937,0.427869,-0.586454,0.192090,0.300147
2587,21.558333,-0.393902,-0.016944,0.427855,-0.586465,0.192052,0.300146
2588,21.566667,-0.393906,-0.017002,0.427851,-0.586422,0.192009,0.300145
2589,21.575000,-0.393920,-0.017058,0.427873,-0.586434,0.191959,0.300143
2590,21.583333,-0.393928,-0.017100,0.427886,-0.586438,0.191912,0.300148
2591,21.591667,-0.393932,-0.017130,0.427884,-0.586464,0.191855,0.300154
2592,21.600000,-0.393906,-0.017139,0.427875,-0.586436,0.191813,0.300154
2593,21.608333,-0.393921,-0.017199,0.427880,-0.586444,0.191777,0.300154
2594,21.616667,-0.393899,-0.017219,0.427890,-0.586425,0.191735,0.300150
2595,21.625000,-0.393936,-0.017264,0.427896,-0.586447,0.191694,0.300153
2596,21.633333,-0.393893,-0.017262,0.427894,-0.586471,0.191660,0.300150
2597,21.641667,-0.393895,-0.017274,0.427900,-0.586441,0.191619,0.300153
2598,21.650000,-0.393890,-0.017302,0.427902,-0.586477,0.191567,0.300152
2599,21.658333,-0.393885,-0.017342,0.427900,-0.586480,0.191527,0.300143
2600,21.666667,-0.393887,-0.017367,0.427898,-0.586476,0.191481,0.300139
2601,21.675000,-0.393853,-0.017363,0.427895,-0.586473,0.191453,0.300135
2602,21.683333,-0.393887,-0.017378,0.427917,-0.586528,0.191399,0.300126
2603,21.691667,-0.393868,-0.017395,0.427916,-0.586498,0.191365,0.300134
2604,21.700000,-0.393900,-0.017432,0.427915,-0.586525,0.191320,0.300133
2605,21.708333,-0.393872,-0.017432,0.427916,-0.586526,0.191279,0.300129
2606,21.716667,-0.393881,-0.017448,0.427930,-0.586540,0.191237,0.300133
2607,21.725000,-0.393889,-0.017464,0.427929,-0.586520,0.191203,0.300130
2608,21.733333,-0.393881,-0.017497,0.427925,-0.586531,0.191163,0.300128
2609,21.741667,-0.393822,-0.017480,0.427924,-0.586515,0.191122,0.300120
2610,21.750000,-0.393845,-0.017496,0.427941,-0.586487,0.191083,0.300118
2611,21.758333,-0.393817,-0.017504,0.427933,-0.586528,0.191035,0.300119
2612,21.766667,-0.393829,-0.017521,0.427939,-0.586514,0.190985,0.300122
2613,21.775000,-0.393833,-0.017536,0.427953,-0.586531,0.190942,0.300119
2614,21.783333,-0.393815,-0.017551,0.427956,-0.586498,0.190912,0.300117
2615,21.791667,-0.393813,-0.017542,0.427955,-0.586484,0.190874,0.300116
2616,21.800000,-0.393798,-0.017566,0.427959,-0.586496,0.190829,0.300115
2617,21.808333,-0.393806,-0.017567,0.427979,-0.586448,0.190814,0.300118
2618,21.816667,-0.393777,-0.017569,0.427967,-0.586469,0.190776,0.300115
2619,21.825000,-0.393819,-0.017587,0.427981,-0.586439,0.190742,0.300111
2620,21.833333,-0.393796,-0.017598,0.427988,-0.586452,0.190692,0.300114
2621,21.841667,-0.393758,-0.017585,0.427982,-0.586442,0.190653,0.300122
2622,21.850000,-0.393792,-0.017614,0.427996,-0.586446,0.190601,0.300119
2623,21.858333,-0.393759,-0.017602,0.427998,-0.586432,0.190555,0.300121
2624,21.866667,-0.393760,-0.017621,0.427992,-0.586406,0.190519,0.300116
2625,21.875000,-0.393734,-0.017621,0.428003,-0.586432,0.190478,0.300117
2626,21.883333,-0.393723,-0.017619,0.428021,-0.586428,0.190443,0.300121
2627,21.891667,-0.393752,-0.017645,0.428022,-0.586396,0.190406,0.300125
2628,21.900000,-0.393751,-0.017647,0.428030,-0.586416,0.190352,0.300128
2629,21.908333,-0.393736,-0.017653,0.428038,-0.586438,0.190297,0.300136
2630,21.916667,-0.393693,-0.017648,0.428038,-0.586437,0.190256,0.300132
2631,21.925000,-0.393694,-0.017636,0.428051,-0.586448,0.190210,0.300133
2632,21.933333,-0.393696,-0.017665,0.428043,-0.586420,0.190173,0.300137
2633,21.941667,-0.393706,-0.017656,0.428066,-0.586417,0.190117,0.300136
2634,21.950000,-0.393673,-0.017667,0.428060,-0.586454,0.190071,0.300139
2635,21.958333,-0.393677,-0.017673,0.428057,-0.586459,0.190026,0.300142
2636,21.966667,-0.393676,-0.017677,0.428074,-0.586465,0.189973,0.300143
2637,21.975000,-0.393685,-0.017700,0.428078,-0.586441,0.189928,0.300154
2638,21.983333,-0.393651,-0.017690,0.428088,-0.586401,0.189909,0.300151
2639,21.991667,-0.393645,-0.017690,0.428086,-0.586450,0.189852,0.300147
2640,22.000000,-0.393613,-0.017685,0.428092,-0.586444,0.189813,0.300144
2641,22.008333,-0.393618,-0.017700,0.428103,-0.586382,0.189807,0.300144
2642,22.016667,-0.393616,-0.017698,0.428115,-0.586439,0.189748,0.300142
2643,22.025000,-0.393611,-0.017703,0.428115,-0.586432,0.189705,0.300142
2644,22.033333,-0.393585,-0.017698,0.428125,-0.586394,0.189672,0.300142
2645,22.041667,-0.393585,-0.017704,0.428125,-0.586375,0.189637,0.300147
2646,22.050000,-0.393561,-0.017709,0.428133,-0.586406,0.189607,0.300153
2647,22.058333,-0.393600,-0.017708,0.428176,-0.586422,0.189562,0.300164
2648,22.066667,-0.393555,-0.017707,0.428178,-0.586402,0.189528,0.300153
2649,22.075000,-0.393533,-0.017721,0.428117,-0.586414,0.189478,0.300153
2650,22.083333,-0.393586,-0.017726,0.428224,-0.586407,0.189446,0.300166
2651,22.091667,-0.393548,-0.017713,0.428193,-0.586434,0.189406,0.300164
2652,22.100000,-0.393516,-0.017720,0.428162,-0.586403,0.189366,0.300157
2653,22.108333,-0.393524,-0.017714,0.428238,-0.586436,0.189313,0.300159
2654,22.116667,-0.393516,-0.017732,0.428176,-0.586418,0.189278,0.300161
2655,22.125000,-0.393499,-0.017717,0.428250,-0.586387,0.189245,0.300148
2656,22.133333,-0.393493,-0.017737,0.428185,-0.586428,0.189184,0.300153
2657,22.141667,-0.393476,-0.017725,0.428252,-0.586405,0.189142,0.300146
2658,22.150000,-0.393473,-0.017736,0.428213,-0.586426,0.189112,0.300135
2659,22.158333,-0.393503,-0.017744,0.428253,-0.586415,0.189070,0.300134
2660,22.166667,-0.393460,-0.017731,0.428227,-0.586400,0.189039,0.300130
2661,22.175000,-0.393464,-0.017731,0.428254,-0.586403,0.188993,0.300128
2662,22.183333,-0.393477,-0.017760,0.428267,-0.586441,0.188955,0.300125
2663,22.191667,-0.393427,-0.017724,0.428253,-0.586415,0.188911,0.300117
2664,22.200000,-0.393419,-0.017722,0.428295,-0.586344,0.188872,0.300124
2665,22.208333,-0.393400,-0.017730,0.428234,-0.586411,0.188819,0.300124
2666,22.216667,-0.393433,-0.017730,0.428334,-0.586370,0.188784,0.300133
2667,22.225000,-0.393361,-0.017723,0.428241,-0.586379,0.188737,0.300142
2668,22.233333,-0.393425,-0.017728,0.428338,-0.586395,0.188686,0.300134
2669,22.241667,-0.393353,-0.017729,0.428264,-0.586375,0.188661,0.300133
2670,22.250000,-0.393372,-0.017719,0.428341,-0.586412,0.188607,0.300132
2671,22.258333,-0.393359,-0.017737,0.428293,-0.586393,0.188566,0.300129
2672,22.266667,-0.393351,-0.017718,0.428341,-0.586410,0.188509,0.300123
2673,22.275000,-0.393344,-0.017724,0.428313,-0.586389,0.188476,0.300130
2674,22.283333,-0.393362,-0.017734,0.428338,-0.586404,0.188430,0.300136
2675,22.291667,-0.393348,-0.017734,0.428348,-0.586409,0.188383,0.300133
2676,22.300000,-0.393303,-0.017708,0.428328,-0.586386,0.188339,0.300137
2677,22.308333,-0.393334,-0.017722,0.428368,-0.586387,0.188286,0.300135
2678,22.316667,-0.393288,-0.017718,0.428345,-0.586427,0.188245,0.300143
2679,22.325000,-0.393304,-0.017708,0.428389,-0.586432,0.188191,0.300144
2680,22.333333,-0.393288,-0.017723,0.428348,-0.586386,0.188155,0.300143
2681,22.341667,-0.393285,-0.017697,0.428403,-0.586417,0.188091,0.300143
2682,22.350000,-0.393272,-0.017724,0.428359,-0.586445,0.188057,0.300147
2683,22.358333,-0.393364,-0.017742,0.428459,-0.586430,0.188018,0.300136
2684,22.366667,-0.393232,-0.017712,0.428358,-0.586429,0.187979,0.300142
2685,22.375000,-0.393327,-0.017726,0.428472,-0.586431,0.187951,0.300136
2686,22.383333,-0.393193,-0.017702,0.428380,-0.586455,0.187917,0.300139
2687,22.391667,-0.393293,-0.017719,0.428485,-0.586421,0.187867,0.300135
2688,22.400000,-0.393179,-0.017690,0.428411,-0.586417,0.187830,0.300131
2689,22.408333,-0.393279,-0.017729,0.428469,-0.586449,0.187779,0.300136
2690,22.416667,-0.393250,-0.017723,0.428470,-0.586448,0.187754,0.300138
2691,22.425000,-0.393232,-0.017716,0.428464,-0.586442,0.187713,0.300137
2692,22.433333,-0.393238,-0.017696,0.428499,-0.586445,0.187671,0.300138
2693,22.441667,-0.393234,-0.017723,0.428459,-0.586403,0.187650,0.300126
2694,22.450000,-0.393232,-0.017693,0.428523,-0.586457,0.187596,0.300132
2695,22.458333,-0.393229,-0.017729,0.428470,-0.586448,0.187555,0.300139
2696,22.466667,-0.393186,-0.017674,0.428527,-0.586414,0.187517,0.300126
2697,22.475000,-0.393203,-0.017727,0.428479,-0.586433,0.187475,0.300132
2698,22.483333,-0.393210,-0.017688,0.428551,-0.586412,0.187439,0.300125
2699,22.491667,-0.393170,-0.017706,0.428492,-0.586402,0.187400,0.300130
2700,22.500000,-0.393171,-0.017665,0.428559,-0.586367,0.187367,0.300123
2701,22.508333,-0.393133,-0.017684,0.428501,-0.586428,0.187297,0.300124
2702,22.516667,-0.393162,-0.017664,0.428573,-0.586398,0.187272,0.300122
2703,22.525000,-0.393118,-0.017667,0.428530,-0.586373,0.187226,0.300129
2704,22.533333,-0.393153,-0.017665,0.428573,-0.586362,0.187179,0.300114
2705,22.541667,-0.393117,-0.017667,0.428535,-0.586352,0.187154,0.300114
2706,22.550000,-0.393113,-0.017652,0.428580,-0.586345,0.187094,0.300110
2707,22.558333,-0.393101,-0.017658,0.428555,-0.586376,0.187040,0.300107
2708,22.566667,-0.393095,-0.017651,0.428572,-0.586372,0.187000,0.300103
2709,22.575000,-0.393097,-0.017645,0.428593,-0.586390,0.186955,0.300104
2710,22.583333,-0.393064,-0.017643,0.428566,-0.586371,0.186918,0.300114
2711,22.591667,-0.393097,-0.017647,0.428627,-0.586399,0.186871,0.300110
2712,22.600000,-0.393044,-0.017660,0.428566,-0.586387,0.186828,0.300112
2713,22.608333,-0.393077,-0.017639,0.428650,-0.586410,0.186781,0.300107
2714,22.616667,-0.393005,-0.017645,0.428578,-0.586372,0.186747,0.300121
2715,22.625000,-0.393048,-0.017634,0.428662,-0.586381,0.186685,0.300121
2716,22.633333,-0.392986,-0.017636,0.428593,-0.586380,0.186654,0.300128
2717,22.641667,-0.393010,-0.017623,0.428666,-0.586354,0.186619,0.300121
2718,22.650000,-0.393011,-0.017640,0.428630,-0.586377,0.186587,0.300116
2719,22.658333,-0.393020,-0.017623,0.428657,-0.586388,0.186530,0.300116
2720,22.666667,-0.392997,-0.017621,0.428649,-0.586351,0.186513,0.300109
2721,22.675000,-0.392981,-0.017617,0.428647,-0.586357,0.186466,0.300111
2722,22.683333,-0.392986,-0.017611,0.428681,-0.586431,0.186390,0.300117
2723,22.691667,-0.392942,-0.017599,0.428647,-0.586403,0.186349,0.300126
2724,22.700000,-0.392981,-0.017612,0.428701,-0.586412,0.186296,0.300121
2725,22.708333,-0.392934,-0.017605,0.428645,-0.586443,0.186249,0.300117
2726,22.716667,-0.392952,-0.017594,0.428717,-0.586420,0.186209,0.300112
2727,22.725000,-0.392911,-0.017596,0.428663,-0.586431,0.186175,0.300109
2728,22.733333,-0.392907,-0.017576,0.428728,-0.586448,0.186138,0.300106
2729,22.741667,-0.392892,-0.017585,0.428674,-0.586467,0.186093,0.300118
2730,22.750000,-0.392913,-0.017569,0.428746,-0.586413,0.186055,0.300107
2731,22.758333,-0.392888,-0.017590,0.428689,-0.586438,0.186001,0.300115
2732,22.766667,-0.392880,-0.017563,0.428749,-0.586474,0.185962,0.300107
2733,22.775000,-0.392843,-0.017567,0.428707,-0.586429,0.185931,0.300109
2734,22.783333,-0.392844,-0.017549,0.428754,-0.586462,0.185879,0.300106
2735,22.791667,-0.392837,-0.017565,0.428724,-0.586463,0.185843,0.300104
2736,22.800000,-0.392838,-0.017542,0.428760,-0.586450,0.185808,0.300102
2737,22.808333,-0.392825,-0.017550,0.428748,-0.586453,0.185775,0.300110
2738,22.816667,-0.392797,-0.017525,0.428760,-0.586453,0.185720,0.300109
2739,22.825000,-0.392793,-0.017532,0.428757,-0.586423,0.185697,0.300098
2740,22.833333,-0.392772,-0.017523,0.428759,-0.586417,0.185666,0.300101
2741,22.841667,-0.392772,-0.017505,0.428785,-0.586420,0.185617,0.300104
2742,22.850000,-0.392767,-0.017514,0.428755,-0.586411,0.185575,0.300098
2743,22.858333,-0.392762,-0.017498,0.428811,-0.586353,0.185553,0.300103
2744,22.866667,-0.392720,-0.017501,0.428746,-0.586379,0.185505,0.300102
2745,22.875000,-0.392741,-0.017481,0.428835,-0.586345,0.185457,0.300100
2746,22.883333,-0.392700,-0.017490,0.428760,-0.586328,0.185422,0.300101
2747,22.891667,-0.392740,-0.017486,0.428852,-0.586321,0.185382,0.300093
2748,22.900000,-0.392683,-0.017486,0.428768,-0.586307,0.185347,0.300096
2749,22.908333,-0.392688,-0.017453,0.428857,-0.586320,0.185299,0.300099
2750,22.916667,-0.392658,-0.017466,0.428792,-0.586323,0.185272,0.300102
2751,22.925000,-0.392693,-0.017459,0.428863,-0.586325,0.185218,0.300098
2752,22.933333,-0.392662,-0.017465,0.428813,-0.586294,0.185180,0.300115
2753,22.941667,-0.392650,-0.017435,0.428872,-0.586319,0.185127,0.300106
2754,22.950000,-0.392636,-0.017447,0.428836,-0.586311,0.185089,0.300112
2755,22.958333,-0.392642,-0.017445,0.428866,-0.586299,0.185046,0.300118
2756,22.966667,-0.392639,-0.017444,0.428869,-0.586320,0.184996,0.300124
2757,22.975000,-0.392619,-0.017438,0.428877,-0.586364,0.184952,0.300118
2758,22.983333,-0.392605,-0.017419,0.428892,-0.586324,0.184924,0.300116
2759,22.991667,-0.392583,-0.017421,0.428877,-0.586356,0.184874,0.300115
2760,23.000000,-0.392599,-0.017408,0.428919,-0.586392,0.184813,0.300112
2761,23.008333,-0.392576,-0.017428,0.428883,-0.586395,0.184773,0.300119
2762,23.016667,-0.392571,-0.017394,0.428940,-0.586408,0.184722,0.300111
2763,23.025000,-0.392560,-0.017410,0.428885,-0.586399,0.184685,0.300112
2764,23.033333,-0.392563,-0.017379,0.428959,-0.586407,0.184633,0.300105
2765,23.041667,-0.392514,-0.017392,0.428894,-0.586434,0.184597,0.300108
2766,23.050000,-0.392541,-0.017377,0.428971,-0.586466,0.184535,0.300106
2767,23.058333,-0.392499,-0.017375,0.428911,-0.586469,0.184492,0.300120
2768,23.066667,-0.392531,-0.017374,0.428965,-0.586501,0.184436,0.300102
2769,23.075000,-0.392470,-0.017361,0.428939,-0.586458,0.184415,0.300103
2770,23.083333,-0.392471,-0.017349,0.428959,-0.586508,0.184362,0.300099
2771,23.091667,-0.392484,-0.017353,0.428966,-0.586496,0.184321,0.300100
2772,23.100000,-0.392459,-0.017348,0.428957,-0.586494,0.184284,0.300101
2773,23.108333,-0.392447,-0.017348,0.428986,-0.586480,0.184252,0.300088
2774,23.116667,-0.392434,-0.017346,0.428963,-0.586471,0.184220,0.300095
2775,23.125000,-0.392459,-0.017340,0.429017,-0.586490,0.184173,0.300095
2776,23.133333,-0.392417,-0.017350,0.428971,-0.586507,0.184149,0.300096
2777,23.141667,-0.392440,-0.017327,0.429036,-0.586451,0.184103,0.300089
2778,23.150000,-0.392386,-0.017327,0.428959,-0.586476,0.184059,0.300099
2779,23.158333,-0.392439,-0.017324,0.429054,-0.586453,0.184022,0.300088
2780,23.166667,-0.392353,-0.017312,0.428969,-0.586474,0.183988,0.300097
2781,23.175000,-0.392413,-0.017313,0.429067,-0.586444,0.183948,0.300093
2782,23.183333,-0.392365,-0.017316,0.428999,-0.586425,0.183912,0.300098
2783,23.191667,-0.392421,-0.017314,0.429075,-0.586388,0.183876,0.300091
2784,23.200000,-0.392333,-0.017294,0.429012,-0.586407,0.183828,0.300094
2785,23.208333,-0.392359,-0.017284,0.429078,-0.586411,0.183792,0.300098
2786,23.216667,-0.392309,-0.017280,0.429033,-0.586393,0.183748,0.300089
2787,23.225000,-0.392313,-0.017280,0.429068,-0.586391,0.183700,0.300092
2788,23.233333,-0.392327,-0.017283,0.429070,-0.586356,0.183671,0.300085
2789,23.241667,-0.392303,-0.017278,0.429075,-0.586359,0.183635,0.300085
2790,23.250000,-0.392318,-0.017267,0.429094,-0.586325,0.183592,0.300089
2791,23.258333,-0.392275,-0.017264,0.429066,-0.586343,0.183556,0.300093
2792,23.266667,-0.392296,-0.017255,0.429116,-0.586304,0.183525,0.300080
2793,23.275000,-0.392249,-0.017262,0.429065,-0.586285,0.183495,0.300092
2794,23.283333,-0.392275,-0.017235,0.429143,-0.586267,0.183454,0.300090
2795,23.291667,-0.392252,-0.017261,0.429072,-0.586299,0.183400,0.300086
2796,23.300000,-0.392261,-0.017232,0.429151,-0.586262,0.183354,0.300084
2797,23.308333,-0.392231,-0.017243,0.429085,-0.586278,0.183318,0.300087
2798,23.316667,-0.392242,-0.017216,0.429156,-0.586245,0.183294,0.300078
2799,23.325000,-0.392220,-0.017237,0.429114,-0.586266,0.183249,0.300087
2800,23.333333,-0.392207,-0.017203,0.429164,-0.586315,0.183191,0.300080
2801,23.341667,-0.392193,-0.017219,0.429128,-0.586320,0.183168,0.300080
2802,23.350000,-0.392182,-0.017195,0.429167,-0.586324,0.183125,0.300068
2803,23.358333,-0.392183,-0.017200,0.429153,-0.586331,0.183094,0.300067
2804,23.366667,-0.392207,-0.017209,0.429178,-0.586355,0.183039,0.300064
2805,23.375000,-0.392158,-0.017187,0.429168,-0.586366,0.182985,0.300074
2806,23.383333,-0.392142,-0.017185,0.429172,-0.586394,0.182939,0.300064
2807,23.391667,-0.392138,-0.017166,0.429191,-0.586412,0.182883,0.300070
2808,23.400000,-0.392117,-0.017168,0.429178,-0.586428,0.182851,0.300067
2809,23.408333,-0.392114,-0.017155,0.429200,-0.586421,0.182801,0.300053
2810,23.416667,-0.392123,-0.017173,0.429170,-0.586505,0.182753,0.300046
2811,23.425000,-0.392084,-0.017129,0.429230,-0.586517,0.182704,0.300040
2812,23.433333,-0.392089,-0.017152,0.429185,-0.586512,0.182653,0.300046
2813,23.441667,-0.392084,-0.017120,0.429239,-0.586522,0.182616,0.300041
2814,23.450000,-0.392035,-0.017124,0.429191,-0.586529,0.182558,0.300055
2815,23.458333,-0.392091,-0.017132,0.429251,-0.586541,0.182511,0.300047
2816,23.466667,-0.392045,-0.017136,0.429203,-0.586517,0.182477,0.300040
2817,23.475000,-0.392051,-0.017099,0.429268,-0.586553,0.182431,0.300042
2818,23.483333,-0.392022,-0.017109,0.429215,-0.586562,0.182384,0.300046
2819,23.491667,-0.392041,-0.017092,0.429282,-0.586563,0.182333,0.300038
2820,23.500000,-0.392007,-0.017109,0.429225,-0.586547,0.182302,0.300037
2821,23.508333,-0.392008,-0.017068,0.429288,-0.586548,0.182253,0.300040
2822,23.516667,-0.391972,-0.017077,0.429241,-0.586561,0.182212,0.300051
2823,23.525000,-0.391999,-0.017073,0.429298,-0.586532,0.182175,0.300044
2824,23.533333,-0.391945,-0.017062,0.429253,-0.586553,0.182129,0.300045
2825,23.541667,-0.391965,-0.017050,0.429304,-0.586500,0.182094,0.300038
2826,23.550000,-0.391942,-0.017054,0.429287,-0.586518,0.182052,0.300049
2827,23.558333,-0.391926,-0.017041,0.429304,-0.586519,0.182009,0.300040
2828,23.566667,-0.391912,-0.017034,0.429309,-0.586504,0.181990,0.300044
2829,23.575000,-0.391880,-0.017013,0.429301,-0.586503,0.181943,0.300046
2830,23.583333,-0.391927,-0.017037,0.429336,-0.586466,0.181908,0.300040
2831,23.591667,-0.391857,-0.017016,0.429295,-0.586466,0.181875,0.300042
2832,23.600000,-0.391883,-0.017003,0.429374,-0.586434,0.181844,0.300036
2833,23.608333,-0.391870,-0.017030,0.429304,-0.586405,0.181801,0.300051
2834,23.616667,-0.391812,-0.016982,0.429394,-0.586378,0.181770,0.300057
2835,23.625000,-0.391789,-0.017012,0.429317,-0.586351,0.181785,0.300094
2836,23.633333,-0.391813,-0.016966,0.429421,-0.586334,0.181811,0.300068
2837,23.641667,-0.391827,-0.017021,0.429315,-0.586351,0.181874,0.300063
2838,23.650000,-0.391857,-0.016961,0.429384,-0.586435,0.181952,0.300067
2839,23.658333,-0.391869,-0.016935,0.429374,-0.586443,0.182005,0.300057
2840,23.666667,-0.391903,-0.016937,0.429277,-0.586466,0.182037,0.300057
2841,23.675000,-0.391924,-0.016920,0.429385,-0.586454,0.182060,0.300078
2842,23.683333,-0.391966,-0.016965,0.429275,-0.586511,0.182084,0.300088
2843,23.691667,-0.391989,-0.016937,0.429391,-0.586471,0.182097,0.300072
2844,23.700000,-0.391963,-0.016968,0.429262,-0.586460,0.182131,0.300053
2845,23.708333,-0.392024,-0.016963,0.429309,-0.586485,0.182154,0.300048
2846,23.716667,-0.392003,-0.016943,0.429285,-0.586475,0.182200,0.300066
2847,23.725000,-0.392018,-0.016937,0.429301,-0.586490,0.182264,0.300061
2848,23.733333,-0.391993,-0.016906,0.429314,-0.586472,0.182323,0.300072
2849,23.741667,-0.392002,-0.016919,0.429281,-0.586489,0.182361,0.300076
2850,23.750000,-0.392047,-0.016911,0.429335,-0.586506,0.182371,0.300070
2851,23.758333,-0.392059,-0.016955,0.429263,-0.586485,0.182426,0.300064
2852,23.766667,-0.392008,-0.016888,0.429317,-0.586508,0.182449,0.300068
2853,23.775000,-0.392069,-0.016930,0.429272,-0.586528,0.182488,0.300074
2854,23.783333,-0.392081,-0.016918,0.429290,-0.586490,0.182544,0.300081
2855,23.791667,-0.392074,-0.016922,0.429256,-0.586482,0.182600,0.300072
2856,23.800000,-0.392104,-0.016917,0.429258,-0.586506,0.182639,0.300060
2857,23.808333,-0.392117,-0.016917,0.429251,-0.586520,0.182686,0.300045
2858,23.816667,-0.392121,-0.016906,0.429243,-0.586457,0.182743,0.300060
2859,23.825000,-0.392159,-0.016913,0.429254,-0.586486,0.182779,0.300068
2860,23.833333,-0.392174,-0.016897,0.429245,-0.586487,0.182831,0.300080
2861,23.841667,-0.392210,-0.016907,0.429257,-0.586442,0.182895,0.300092
2862,23.850000,-0.392198,-0.016890,0.429254,-0.586412,0.182955,0.300084
2863,23.858333,-0.392172,-0.016894,0.429246,-0.586376,0.183005,0.300082
2864,23.866667,-0.392155,-0.016874,0.429249,-0.586309,0.183055,0.300089
2865,23.875000,-0.392211,-0.016913,0.429251,-0.586316,0.183083,0.300085
2866,23.883333,-0.392170,-0.016892,0.429240,-0.586276,0.183134,0.300092
2867,23.891667,-0.392236,-0.016916,0.429246,-0.586256,0.183172,0.300094
2868,23.900000,-0.392234,-0.016895,0.429231,-0.586285,0.183198,0.300087
2869,23.908333,-0.392255,-0.016897,0.429225,-0.586263,0.183247,0.300077
2870,23.916667,-0.392256,-0.016882,0.429222,-0.586282,0.183298,0.300083
2871,23.925000,-0.392267,-0.016868,0.429222,-0.586312,0.183322,0.300082
2872,23.933333,-0.392261,-0.016862,0.429211,-0.586259,0.183384,0.300099
2873,23.941667,-0.392267,-0.016864,0.429211,-0.586290,0.183421,0.300101
2874,23.950000,-0.392307,-0.016871,0.429208,-0.586305,0.183463,0.300091
2875,23.958333,-0.392302,-0.016865,0.429202,-0.586316,0.183489,0.300093
2876,23.966667,-0.392290,-0.016860,0.429193,-0.586308,0.183532,0.300083
2877,23.975000,-0.392321,-0.016864,0.429193,-0.586327,0.183566,0.300086
2878,23.983333,-0.392321,-0.016860,0.429191,-0.586369,0.183610,0.300092
2879,23.991667,-0.392319,-0.016857,0.429181,-0.586348,0.183645,0.300100
2880,24.000000,-0.392343,-0.016868,0.429179,-0.586374,0.183688,0.300095
2881,24.008333,-0.392303,-0.016854,0.429165,-0.586402,0.183708,0.300104
2882,24.016667,-0.392340,-0.016863,0.429163,-0.586372,0.183755,0.300099
2883,24.025000,-0.392334,-0.016863,0.429155,-0.586415,0.183783,0.300095
2884,24.033333,-0.392359,-0.016877,0.429148,-0.586428,0.183812,0.300097
2885,24.041667,-0.392381,-0.016872,0.429142,-0.586402,0.183872,0.300089
2886,24.050000,-0.392343,-0.016846,0.429127,-0.586450,0.183897,0.300100
